zip,new_tenure,avg_contract_value,distance_in_miles,population_current,gender_male,age_median,race_white,crime_overall,households_total,households_value,households_yearbuilt,households_occupancy_owned,income_average,income_median,costs_overall,P1,P2,Rank1,N1,N2,Rank2,Symbol,city,state
75038,299,430.2727,7.774545,29220,48.95,31,33.08,104,13185,280647,1986,14.44,67672,50822,107,0.227687,0.393443,3,0.030786,0.041358,0.051558,TX,Irving,Texas
75039,233.9524,453.619,3.736667,10772,49.03,32,50.05,35,6150,369382,1998,13.3,92596,72124,157,0.118397,0.701275,2,0.024088,0.043602,0.049813,TX,Irving,Texas
75040,387.113,444.91,16.46542,61351,47.42,34,54.24,31,18792,118569,1977,73.86,67810,59509,82,0.542805,0.608379,4,0.039858,0.042764,0.058459,TX,Garland,Texas
75041,384.8167,456.2667,16.60267,32874,47.65,31,60.03,52,10474,108410,1968,56.1,57137,48698,78,0.531876,0.717668,4,0.039622,0.043856,0.059104,TX,Garland,Texas
75042,359.3597,439.19,13.37982,39668,48.24,32,48.37,47,12128,110782,1969,55.92,58202,47261,77,0.409836,0.52459,3,0.037001,0.042215,0.056135,TX,Garland,Texas
75043,421.37,437.9574,18.92293,59720,46.25,36,55.82,42,21799,134099,1980,58.83,72423,63223,94,0.679417,0.502732,4,0.043385,0.042096,0.060451,TX,Garland,Texas
75044,421.6613,423.2258,13.93016,41179,46.82,39,55.94,28,15262,162572,1983,67.74,83670,72558,105,0.681239,0.304189,3,0.043415,0.04068,0.059496,TX,Garland,Texas
75048,400.8333,423.2929,18.44253,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104,0.595628,0.306011,3,0.041271,0.040687,0.057954,TX,Garland,Texas
75050,329.1118,459.2566,14.88908,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89,0.296903,0.730419,3,0.033886,0.044143,0.05565,TX,Grand Prairie,Texas
75051,329.7713,427.0894,16.70957,40016,46.66,30,53.82,106,12832,100370,1976,51.51,47599,38358,73,0.300546,0.349727,3,0.033954,0.041052,0.053274,TX,Grand Prairie,Texas
75052,407.68,450.09,20.23877,87266,47.15,32,45.15,55,28100,145167,1991,73.04,81585,71136,88,0.630237,0.657559,4,0.041976,0.043262,0.060279,TX,Grand Prairie,Texas
75054,698.3,440.2,25.628,6485,47.92,31,47.05,18,1978,211322,2003,89.18,101587,93522,92,0.972678,0.542805,4,0.071899,0.042312,0.083425,TX,Grand Prairie,Texas
75056,345.5864,432.3114,9.294927,50281,48.9,33,70.44,14,17381,209292,1992,71.34,106461,95262,108,0.351548,0.42623,3,0.035582,0.041553,0.054706,TX,The Colony,Texas
75057,219.0433,438.44,9.9992,13616,49.62,31,68.37,33,5171,101225,1984,36.47,60639,49811,92,0.105647,0.508197,2,0.022553,0.042143,0.047798,TX,Lewisville,Texas
75058,571.5,520,23.995,2628,47.34,39,84.31,76,833,173441,1984,77.07,94225,75746,94,0.918033,0.943534,5,0.058843,0.049982,0.077206,TX,Gunter,Texas
75060,510.2847,432.1389,11.12167,45457,48.16,33,61.52,73,14094,114275,1968,63.27,62067,50927,80,0.859745,0.420765,3,0.05254,0.041537,0.066976,TX,Irving,Texas
75061,303.1316,421.9474,8.877368,53990,48.26,31,55.31,76,18124,130527,1972,39.13,55848,43670,80,0.238616,0.282332,3,0.031211,0.040557,0.051176,TX,Irving,Texas
75062,324.8931,440.5903,7.960611,45507,47.86,34,55.11,76,16386,152150,1972,45.86,65103,54720,90,0.284153,0.551913,3,0.033452,0.042349,0.053967,TX,Irving,Texas
75063,335.0811,418.1532,3.883423,33626,47.72,33,40.67,59,15322,285486,1991,33.77,88600,72805,126,0.320583,0.238616,3,0.034501,0.040193,0.052969,TX,Irving,Texas
75065,404.641,423.5109,14.04221,9813,48.51,36,84.95,56,3576,177668,1988,73.9,86290,79696,107,0.6102,0.309654,3,0.041663,0.040708,0.058249,TX,Lake Dallas,Texas
75067,375.8978,435.4635,8.253653,64653,48.34,31,61.4,31,25751,149930,1990,39.93,72898,62150,104,0.502732,0.455373,3,0.038703,0.041856,0.057008,TX,Lewisville,Texas
75068,360.9997,424.1907,16.35934,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96,0.415301,0.318761,3,0.037169,0.040773,0.055172,TX,Little Elm,Texas
75069,269.2822,428.6591,21.92576,35107,47.73,35,66.92,60,12578,223790,1985,55.97,74415,62284,93,0.178506,0.378871,2,0.027726,0.041202,0.049663,TX,McKinney,Texas
75070,369.3861,474.1979,19.50691,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111,0.469945,0.814208,3,0.038033,0.04558,0.059363,TX,McKinney,Texas
75071,333.6212,430.2823,22.83354,37585,49.34,32,73.37,22,11921,204403,1999,76.06,94116,86145,95,0.315118,0.395264,3,0.03435,0.041358,0.053763,TX,Frisco,Texas
75074,334.8194,413.2,15.00235,45820,49.7,33,58.77,31,15664,153136,1984,56.39,76487,66808,93,0.31694,0.187614,3,0.034474,0.039716,0.052591,TX,Plano,Texas
75075,320.0844,429.5467,10.77289,36055,47.85,42,72.66,29,14423,186946,1982,64.77,92998,81478,119,0.26776,0.384335,3,0.032957,0.041288,0.052828,TX,Plano,Texas
75077,390.6264,443.0966,11.57285,35842,47.97,40,83.76,11,12836,241957,1990,82.76,121860,108000,116,0.562842,0.590164,4,0.04022,0.04259,0.058579,TX,Lewisville,Texas
75078,477.6358,437.4397,21.21147,11070,48.39,34,85.69,9,3516,321284,2000,76.93,124435,117260,107,0.817851,0.489982,3,0.049179,0.042046,0.064703,TX,Prosper,Texas
75080,265.2487,430.5952,9.206327,45423,47.99,38,73.06,60,18461,186351,1971,57.11,83654,71276,111,0.17122,0.398907,2,0.027311,0.041389,0.049587,TX,Richardson,Texas
75081,268.839,429.7147,11.615,34144,47.11,39,57.63,52,13128,163276,1977,61.01,83068,72235,109,0.176685,0.386157,2,0.02768,0.041304,0.049721,TX,Richardson,Texas
75082,343.217,409.9451,13.88758,22079,48.2,40,58.45,29,7904,253992,1993,74.27,131298,107056,120,0.349727,0.160291,3,0.035338,0.039404,0.052929,TX,Richardson,Texas
75087,400.5356,435.5623,25.67117,28355,47.21,39,87.71,29,10167,211811,1992,78.3,95842,85905,110,0.593807,0.462659,3,0.04124,0.041866,0.058767,TX,Rockwall,Texas
75088,363.07,445.8578,21.17379,26588,47.31,40,74.21,16,9008,162574,1987,86.81,102113,86369,104,0.420765,0.612022,3,0.037383,0.042856,0.056869,TX,Rowlett,Texas
75089,379.1176,445.8686,20.70441,28263,47.42,35,64.39,18,8997,172060,1994,88.23,99947,93073,100,0.515483,0.613843,4,0.039035,0.042857,0.057969,TX,Rowlett,Texas
75092,577,505,7.25,23155,47.77,39,81.92,90,9732,125460,1976,56.72,68514,54327,108,0.925319,0.920765,5,0.059409,0.04854,0.076718,TX,Sherman,Texas
75093,355.3301,436.7845,9.088619,49203,47,40,70.61,30,20123,396329,1992,58.11,139275,109863,129,0.391621,0.482696,3,0.036586,0.041983,0.055688,TX,Plano,Texas
75094,424.3255,413.3381,17.57813,21936,48.98,34,54.9,16,6327,250247,2000,95.64,119796,109352,101,0.690346,0.189435,3,0.04369,0.03973,0.059053,TX,Plano,Texas
75098,323.7824,413.1598,21.23531,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98,0.276867,0.185792,3,0.033337,0.039713,0.051851,TX,Wylie,Texas
75104,421.0458,453.2667,23.321,49861,45.74,34,33.54,25,17059,152570,1992,74.08,84071,71345,86,0.677596,0.697632,4,0.043352,0.043568,0.061462,TX,Cedar Hill,Texas
75115,521.7404,452.4615,24.05423,54058,45.14,37,20.3,44,19526,152213,1989,65.81,79899,65785,81,0.865209,0.686703,4,0.05372,0.04349,0.069117,TX,Desoto,Texas
75116,472.1513,450,20.47737,21071,45.89,34,49.74,69,7110,111871,1973,60.82,62808,50412,81,0.79235,0.653916,4,0.048614,0.043254,0.065071,TX,Duncanville,Texas
75126,466.9189,475.3617,29.90553,32009,48.25,32,81.53,20,10082,176838,2000,88.18,98533,88812,98,0.781421,0.817851,4,0.048075,0.045691,0.066324,TX,Forney,Texas
75134,374.125,428,24.015,20590,45.57,31,14.9,70,6796,108181,1988,68.81,63463,57056,69,0.495446,0.360656,3,0.038521,0.041139,0.056358,TX,Lancaster,Texas
75135,73,375,31.82,6366,49.21,37,89.42,57,2211,128925,1988,78.76,70471,61454,97,0.008197,0.081967,1,0.007516,0.036045,0.03682,TX,Caddo Mills,Texas
75137,447.1667,453.7949,21.71795,17641,45.61,38,45,52,6433,135339,1980,68.91,87134,70170,93,0.744991,0.703097,4,0.046041,0.043618,0.063422,TX,Duncanville,Texas
75149,503.375,373.5,20.7125,55779,45.94,33,56.9,42,18605,103333,1975,62.91,62159,52550,82,0.852459,0.080146,3,0.051829,0.035901,0.063048,TX,Mesquite,Texas
75150,598.1667,405.3333,19.02667,58556,46.01,34,58.33,50,21631,113903,1978,50.3,65493,54553,91,0.938069,0.140255,3,0.061589,0.03896,0.072877,TX,Mesquite,Texas
75154,559,535,26.79,34860,47.45,35,65.82,42,11551,145695,1991,78.96,87286,71004,92,0.903461,0.962659,5,0.057556,0.051424,0.077182,TX,Red Oak,Texas
75166,234.2727,397.2727,26.31727,2462,48.57,36,86.59,26,830,199050,2000,89.99,91611,80438,104,0.120219,0.112933,1,0.024121,0.038186,0.045166,TX,Lavon,Texas
75167,292,357,32.94,9866,49.39,36,85.25,36,3100,167068,1994,86.79,93513,82347,96,0.211293,0.051002,3,0.030065,0.034315,0.045622,TX,Waxahachie,Texas
75173,146,485,33.85,5241,48.6,37,87.47,24,1765,147348,1992,87.5,85004,79775,103,0.028233,0.854281,2,0.015033,0.046618,0.048982,TX,Nevada,Texas
75181,476.125,432.6667,25.26167,29297,46.7,33,49.22,24,8906,144564,1995,87.58,91913,83037,87,0.810565,0.428962,3,0.049023,0.041588,0.064287,TX,Mesquite,Texas
75182,874.2188,431,22.275,9196,46.89,38,66.85,47,3176,206451,1991,77.89,99795,88248,104,0.979964,0.404372,3,0.090012,0.041427,0.099087,TX,Sunnyvale,Texas
75189,521.8021,426.625,31.21708,24993,48.58,33,83.81,31,8129,161501,1998,85.12,82517,77238,97,0.867031,0.340619,3,0.053726,0.041007,0.067587,TX,Royse City,Texas
75204,73,615,11.71,26871,50.09,31,62.65,172,14695,242579,1989,21.6,82867,68596,139,0.008197,0.994536,2,0.007516,0.059113,0.059589,TX,Dallas,Texas
75206,370,356,3.02,36465,50.22,32,72.97,171,20256,258271,1968,25.45,73429,58313,139,0.471767,0.032787,3,0.038096,0.034218,0.051208,TX,Dallas,Texas
75208,652,575,13.84,31704,50.68,33,63.92,144,10247,169162,1949,54.86,71406,55237,82,0.959927,0.986339,5,0.067131,0.055269,0.086955,TX,Dallas,Texas
75209,365,485,21.6,14438,47.33,40,68.52,146,6570,448412,1964,61.06,149091,113223,130,0.443534,0.854281,3,0.037581,0.046618,0.05988,TX,Dallas,Texas
75210,301.125,396,16.445,7611,49.35,35,11.16,188,2740,42477,1955,30.83,23029,16967,54,0.234973,0.103825,3,0.031005,0.038063,0.049093,TX,Dallas,Texas
75211,238.2292,442,14.98667,75477,47.85,28,55.94,121,20851,92316,1968,52.46,48979,41144,65,0.125683,0.575592,2,0.024529,0.042485,0.049057,TX,Dallas,Texas
75216,219,356,29.37,49657,47.1,36,13.36,160,16788,60472,1959,55.34,35929,26292,57,0.093807,0.032787,1,0.022549,0.034218,0.04098,TX,Dallas,Texas
75226,664,535,22.05,3487,57.15,32,48.07,171,1523,91097,1956,8.62,53279,38706,96,0.965392,0.962659,5,0.068367,0.051424,0.085548,TX,Dallas,Texas
75228,164,471,15.89,68177,46.37,32,47.98,136,24009,117087,1970,47.8,53274,44832,80,0.040073,0.796903,2,0.016886,0.045272,0.048319,TX,Dallas,Texas
75229,278,555.5,4.505,31887,48.85,39,77.63,120,11349,338443,1965,71.59,117628,94220,105,0.185792,0.978142,2,0.028624,0.053394,0.060583,TX,Dallas,Texas
75234,358.9131,453.0709,1.696454,30250,46.97,37,71.33,66,10655,158655,1967,65.52,79008,62278,96,0.406193,0.693989,3,0.036955,0.043549,0.057115,TX,Dallas,Texas
75236,559.7917,460.6667,19.49167,15285,44.57,26,36.09,95,4527,118652,1990,47.82,57042,47505,65,0.905282,0.737705,4,0.057637,0.044279,0.072682,TX,Dallas,Texas
75238,529.6667,468,12.13,31891,47.24,35,63.8,116,12587,232400,1970,50.39,87274,67671,104,0.87796,0.781421,4,0.054536,0.044984,0.070694,TX,Dallas,Texas
75240,199.28,431.86,7.72,22892,49.79,31,51.57,114,8360,247483,1975,26.26,66394,55913,88,0.063752,0.415301,2,0.020518,0.04151,0.046304,TX,Dallas,Texas
75241,219,392,21.51,28339,45.99,36,5.54,151,9553,79611,1973,60.06,41733,32624,57,0.093807,0.098361,1,0.022549,0.037679,0.043911,TX,Dallas,Texas
75243,338.7857,420.3571,10.87429,57286,47.3,34,35.7,123,24513,193054,1978,27.27,62397,50583,93,0.338798,0.255009,3,0.034882,0.040404,0.053379,TX,Dallas,Texas
75244,456.25,495,4.53,13830,47.52,38,69.21,111,5856,293597,1976,50.12,106993,82397,120,0.756831,0.900729,4,0.046977,0.047579,0.066862,TX,Dallas,Texas
75248,270.2158,416.2055,7.137123,34090,46.51,43,77.03,113,15668,271697,1978,56.5,118138,92063,132,0.180328,0.220401,2,0.027822,0.040005,0.048729,TX,Dallas,Texas
75249,476.9787,441.7234,21.07021,12513,45.53,32,28.75,74,4133,124071,1989,75.66,72399,66351,80,0.812386,0.57377,4,0.049111,0.042458,0.06492,TX,Dallas,Texas
75252,247.4348,438.8696,7.253478,23563,48.26,39,66.65,104,11675,287065,1986,43.29,97092,74408,133,0.136612,0.515483,2,0.025476,0.042184,0.04928,TX,Dallas,Texas
75253,292,485,25.1,18044,47.93,28,58.01,122,5206,62477,1989,68.01,51989,39197,68,0.211293,0.854281,3,0.030065,0.046618,0.055472,TX,Dallas,Texas
75254,227.9286,452.0714,7.397143,24919,48.08,33,53.69,82,11986,337708,1982,19.35,79140,62334,116,0.112933,0.681239,2,0.023468,0.043453,0.049385,TX,Dallas,Texas
75287,387.836,436.176,4.45768,51621,47.32,33,53.86,70,27138,278984,1988,20.71,80296,62663,125,0.551913,0.471767,3,0.039933,0.041925,0.057899,TX,Dallas,Texas
75401,146,485,47.25,18777,49.03,33,62.21,135,6732,78802,1972,52.85,44105,35925,78,0.028233,0.854281,2,0.015033,0.046618,0.048982,TX,Greenville,Texas
75407,219,414.25,27.365,14144,48.61,35,81.98,49,4847,100826,1992,77.11,75997,65959,97,0.093807,0.204007,2,0.022549,0.039817,0.045759,TX,Princeton,Texas
75409,535.5,403.8,33.99,13316,48.24,33,81.44,28,4388,132943,1998,82.37,74478,64041,93,0.879781,0.125683,3,0.055136,0.038813,0.067427,TX,Anna,Texas
75454,437.3929,436.2857,30.92429,5070,48.58,34,84.6,38,1655,200248,2000,84.99,86211,80345,99,0.728597,0.47541,3,0.045035,0.041935,0.061536,TX,Melissa,Texas
76001,487.65,437.0762,25.77924,30874,48.01,34,63.35,30,10057,157123,1994,83.2,92014,84320,96,0.834244,0.484517,3,0.05021,0.042011,0.065467,TX,Arlington,Texas
76002,529.07,437.94,24.3604,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85,0.876138,0.500911,4,0.054474,0.042094,0.068843,TX,Arlington,Texas
76006,273.975,473.95,16.0985,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115,0.183971,0.812386,2,0.028209,0.045556,0.053582,TX,Arlington,Texas
76010,337.2,468.3333,19.21933,56897,50.31,27,49.18,85,17957,92231,1969,33.95,45013,37721,70,0.32969,0.785064,3,0.034719,0.045016,0.056849,TX,Arlington,Texas
76011,209.1667,477.8333,17.30167,22598,49.02,31,50.69,116,9441,130283,1979,22.84,56740,39306,90,0.07286,0.82878,2,0.021536,0.045929,0.050728,TX,Arlington,Texas
76012,267.4315,473.726,18.23288,28659,47.3,40,70.86,80,11189,176331,1973,61.32,84995,71108,106,0.173042,0.810565,2,0.027535,0.045534,0.053212,TX,Arlington,Texas
76013,405.3021,456.8333,20.67,30704,47.12,38,74.66,96,13284,150257,1975,52.39,69718,56926,110,0.612022,0.71949,4,0.041731,0.043911,0.060577,TX,Arlington,Texas
76014,356.7575,455.5749,20.37743,34615,47.13,30,41.14,75,11060,96452,1981,50.36,50231,43560,74,0.397086,0.710383,3,0.036733,0.04379,0.057156,TX,Arlington,Texas
76015,441.0987,467,22.16132,17139,47.82,36,65.17,70,6925,121431,1980,47.17,67642,56161,101,0.737705,0.777778,4,0.045417,0.044888,0.063856,TX,Arlington,Texas
76016,411.3427,438.7865,24.34472,31598,47.73,43,79.79,51,11799,179022,1982,82.64,109743,90122,115,0.641166,0.513661,4,0.042353,0.042176,0.059771,TX,Arlington,Texas
76017,472.9026,471.4474,25.07868,45992,47.34,36,67.72,59,17294,146898,1986,69.01,83774,71296,105,0.797814,0.803279,4,0.048691,0.045315,0.066515,TX,Arlington,Texas
76018,411.3651,460.964,23.00691,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87,0.642987,0.743169,4,0.042355,0.044308,0.061295,TX,Arlington,Texas
76020,456.25,505,14.73,26881,48.88,41,92.79,62,10109,135305,1982,77.99,78285,62409,105,0.756831,0.920765,4,0.046977,0.04854,0.06755,TX,Azle,Texas
76021,345.9445,451.1545,14.77569,34041,46.49,42,80.94,46,15439,174548,1984,55.52,86194,72993,126,0.355191,0.672131,3,0.035619,0.043365,0.056118,TX,Bedford,Texas
76022,353.1049,443.4763,16.46019,13779,47.11,38,77.48,44,5861,128963,1977,54.7,76910,63198,113,0.384335,0.593807,3,0.036357,0.042627,0.056025,TX,Bedford,Texas
76023,165.25,431.25,21.455,6517,49.62,42,93.24,71,2430,147097,1985,79.98,78738,62248,104,0.041894,0.409836,2,0.017015,0.041451,0.044808,TX,Boyd,Texas
76028,365,458.6667,29.6,61157,48.77,37,89.83,32,21584,145084,1990,81.18,88571,76516,105,0.443534,0.723133,3,0.037581,0.044087,0.057931,TX,Burleson,Texas
76034,355.0396,458.7744,14.91262,24135,48.35,45,87.91,5,8460,395633,1991,93.63,174322,152943,125,0.3898,0.724954,3,0.036556,0.044097,0.057279,TX,Colleyville,Texas
76035,206,485,18.92,1760,50.69,38,92.95,58,633,168108,1991,76.88,103544,77103,107,0.071038,0.854281,2,0.02121,0.046618,0.051216,TX,Cresson,Texas
76036,146,405,37.31,23907,47.59,35,71.72,37,8135,153137,1992,74.55,83609,73699,96,0.028233,0.132969,1,0.015033,0.038928,0.04173,TX,Crowley,Texas
76039,325.1506,441.3241,12.33294,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119,0.285974,0.566485,3,0.033478,0.04242,0.054039,TX,Euless,Texas
76040,318.6396,440.7063,14.16397,29140,49.43,34,57.6,70,11818,147850,1981,42.5,67211,58375,102,0.264117,0.555556,3,0.032808,0.04236,0.053579,TX,Euless,Texas
76050,219,357,10.83,7107,51.93,40,90.77,78,2456,134354,1983,80.58,74850,65663,98,0.093807,0.051002,1,0.022549,0.034315,0.04106,TX,Grandview,Texas
76051,312.6409,440.072,11.86068,45562,48.71,39,81.11,43,18166,221434,1986,58.77,99038,86668,119,0.249545,0.539162,3,0.03219,0.042299,0.053155,TX,Grapevine,Texas
76052,306.528,425.84,27.83208,15538,49.39,33,85.87,10,4901,211724,2002,90.69,106634,101000,104,0.240437,0.335155,3,0.031561,0.040931,0.051686,TX,Haslet,Texas
76053,318.2172,446.1607,18.21404,27560,47.53,37,75.02,73,10740,118798,1972,55.24,63272,53911,100,0.262295,0.617486,3,0.032764,0.042885,0.053969,TX,Hurst,Texas
76054,335.1017,451.3023,16.96064,11159,47.26,47,90.04,40,4383,183664,1980,90.25,105999,97509,124,0.322404,0.673953,3,0.034503,0.043379,0.055427,TX,Hurst,Texas
76058,178,470.5,16.585,17685,50.01,35,90.74,56,5901,113894,1992,77.54,74301,57078,92,0.046448,0.794171,2,0.018327,0.045224,0.048797,TX,Joshua,Texas
76060,458.4286,437.8571,27.15429,7697,48.48,38,77.47,65,2791,159628,1986,71.42,85627,70769,102,0.761384,0.499089,3,0.047201,0.042087,0.063239,TX,Kennedale,Texas
76063,554.2891,447.625,26.97969,64218,48.38,35,73.13,18,20920,191428,1995,78.89,104091,95808,100,0.897996,0.632058,4,0.057071,0.043025,0.071472,TX,Mansfield,Texas
76065,945,501,14.6,29831,48.24,35,89.45,25,9974,171978,1993,82.39,98419,86943,104,0.992714,0.911658,5,0.097299,0.048156,0.108564,TX,Midlothian,Texas
76071,146,489,35.3,2692,51.23,40,89.99,118,968,132221,1982,76.21,70498,58024,98,0.028233,0.880692,2,0.015033,0.047002,0.049348,TX,Newark,Texas
76073,219,489,49.76,5492,50.68,40,94.32,99,1970,167813,1989,84.24,80728,70547,105,0.093807,0.880692,2,0.022549,0.047002,0.052131,TX,Paradise,Texas
76078,951,555,21.73,7633,50.34,35,88.44,83,2616,117934,1993,82.77,74557,63472,98,0.994536,0.976321,5,0.097917,0.053346,0.111506,TX,Rhome,Texas
76084,292,489,15.11,6377,51.34,34,83.83,40,2033,114996,1996,83.13,80036,66963,92,0.211293,0.880692,3,0.030065,0.047002,0.055795,TX,Venus,Texas
76087,292,565,47.22,26239,50.09,41,92.79,57,9671,174180,1991,86.54,99205,82904,112,0.211293,0.980874,3,0.030065,0.054307,0.062074,TX,Weatherford,Texas
76092,445.5,448.6618,14.45294,30444,49,40,86.17,21,9492,468183,1994,90.72,201152,177793,114,0.743169,0.637523,4,0.04587,0.043125,0.062959,TX,Southlake,Texas
76093,584,360.5,12,1476,49.77,39,94.13,129,540,143891,1985,80.81,77848,61851,103,0.930783,0.061931,3,0.06013,0.034651,0.0694,TX,Rio Vista,Texas
76102,597.5,438,22.665,8010,57.38,34,58.32,186,3053,176036,1976,24.77,80018,45341,86,0.936248,0.504554,4,0.06152,0.0421,0.074546,TX,Fort Worth,Texas
76103,298.6667,455.6667,24.54667,14992,48.73,35,51.38,149,5266,96652,1957,56.79,59733,46774,82,0.225865,0.712204,3,0.030751,0.043798,0.053516,TX,Fort Worth,Texas
76105,219,456,26.53,23630,48.32,28,34.43,154,6760,50664,1955,56.33,36349,28864,54,0.093807,0.714936,2,0.022549,0.04383,0.04929,TX,Fort Worth,Texas
76106,249.5,430.5,28.04,36382,49.4,27,60.17,131,9916,69504,1963,53.21,42853,34749,62,0.142077,0.397086,2,0.025689,0.041379,0.048705,TX,Fort Worth,Texas
76107,146,405,31.44,27737,47.69,39,72.27,160,13170,248911,1958,53.87,90221,66039,121,0.028233,0.132969,1,0.015033,0.038928,0.04173,TX,Fort Worth,Texas
76108,146,485,22.13,38005,47.85,36,81.5,48,13857,138579,1982,67.83,75560,66196,101,0.028233,0.854281,2,0.015033,0.046618,0.048982,TX,Fort Worth,Texas
76110,605,365,29.63,31699,49.88,30,62.8,147,10086,125189,1949,58.53,60155,46796,78,0.943534,0.069217,3,0.062292,0.035084,0.071493,TX,Fort Worth,Texas
76111,254.85,516.7333,25.61,21611,50.32,30,60.46,138,6604,84461,1950,65.03,54539,45876,77,0.147541,0.941712,2,0.02624,0.049668,0.056173,TX,Fort Worth,Texas
76112,339.303,461.9697,22.33697,39167,46.58,35,36.84,153,15602,104981,1970,50.08,58013,43806,84,0.342441,0.746812,3,0.034935,0.044404,0.0565,TX,Fort Worth,Texas
76114,182.5,516.5,30.31,26948,47.49,35,76.42,109,9347,84610,1959,63.82,53852,44742,86,0.050091,0.939891,2,0.018791,0.049646,0.053083,TX,Fort Worth,Texas
76117,479.3645,479.5783,22.85096,32151,49.26,34,67.7,77,11525,90727,1967,55.39,53195,44617,88,0.821494,0.830601,5,0.049357,0.046097,0.067535,TX,Haltom City,Texas
76118,576.65,441.2,20.4145,15629,48.08,38,70.49,58,5807,132212,1976,73.93,78363,65393,103,0.923497,0.562842,4,0.059373,0.042408,0.072963,TX,Fort Worth,Texas
76119,291.1406,431.625,25.935,45012,49.42,31,30.03,146,13966,59487,1968,55.76,40729,32239,60,0.205829,0.413479,3,0.029977,0.041487,0.051184,TX,Fort Worth,Texas
76120,235.4118,437.5515,20.89757,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95,0.12204,0.491803,2,0.024239,0.042057,0.048542,TX,Fort Worth,Texas
76127,365,485,25.17,1011,25.25,38,68.52,107,149,141447,1954,59.64,102671,62502,40,0.443534,0.854281,3,0.037581,0.046618,0.05988,TX,Naval Air Station/ Jrb,Texas
