zip,new_tenure,avg_contract_value,distance_in_miles,population_current,gender_male,age_median,race_white,crime_overall,households_total,households_value,households_yearbuilt,households_occupancy_owned,income_average,income_median,costs_overall,P1,P2,Rank1,N1,N2,Rank2,Symbol,city,state
76131,463.9833,417.1333,26.0456,26183,48.27,29,68.82,16,8338,142537,1999,74.88,84683,77597,95,0.772313,0.229508,3,0.047773,0.040095,0.062368,TX,Fort Worth,Texas
76133,292,361,35.32,47476,46.2,37,60.48,122,18036,118311,1974,64.02,69379,56686,95,0.211293,0.064663,3,0.030065,0.034699,0.045912,TX,Fort Worth,Texas
76135,387.0273,451.5625,31.08625,22219,47.62,37,83.18,82,8379,148850,1982,66.23,73500,62840,103,0.540984,0.675774,4,0.039849,0.043404,0.058922,TX,Fort Worth,Texas
76137,387.1856,448.8896,22.45853,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105,0.546448,0.639344,4,0.039866,0.043147,0.058745,TX,Fort Worth,Texas
76140,231,525,29.26,26678,47.61,33,47.1,81,8638,102536,1980,74.03,66572,51664,77,0.114754,0.946266,2,0.023784,0.050463,0.055787,TX,Fort Worth,Texas
76148,429.8878,454.0867,21.0449,23620,48.13,35,81.84,6,8149,101051,1979,81.21,71123,67438,99,0.703097,0.70674,4,0.044262,0.043647,0.062162,TX,Fort Worth,Texas
76155,73,361,12.67,4247,50.44,31,41.24,107,2490,147909,1989,1.44,48896,39940,118,0.008197,0.064663,1,0.007516,0.034699,0.035504,TX,Fort Worth,Texas
76177,391.5447,425.8455,24.25927,7811,48.99,30,74.04,10,2675,167353,2002,80.58,88260,84666,106,0.566485,0.336976,3,0.040314,0.040932,0.057452,TX,Fort Worth,Texas
76179,313.0418,429.0624,29.1488,52274,48.4,33,78.97,29,17518,167949,1995,82.61,91882,80603,101,0.251366,0.382514,3,0.032232,0.041241,0.052342,TX,Fort Worth,Texas
76180,358.887,461.485,19.90796,36237,47.48,38,79.31,43,14984,143689,1982,49.5,73912,62765,110,0.404372,0.744991,3,0.036952,0.044358,0.057732,TX,North Richland Hills,Texas
76182,357.2637,439.1602,18.93771,29321,47.66,40,87.82,18,10637,192895,1989,82.4,101062,92589,114,0.398907,0.522769,3,0.036785,0.042212,0.055991,TX,North Richland Hills,Texas
76201,460.8289,464.9474,23.13737,23750,47.36,27,70.42,123,9421,123279,1974,17.98,42070,31531,81,0.76867,0.763206,4,0.047448,0.04469,0.065181,TX,Denton,Texas
76205,391.35,450.8,20.842,21634,50.17,30,67.69,92,8260,163231,1984,33.77,62338,46913,87,0.564663,0.664845,4,0.040294,0.043331,0.059171,TX,Denton,Texas
76207,479.8676,423.5294,24.82647,12851,47.37,35,80.16,83,5183,172906,1994,59.83,67505,58629,104,0.823315,0.311475,3,0.049408,0.040709,0.064019,TX,Denton,Texas
76208,409.9054,428.8446,17.27,22132,48.47,33,78.06,70,7784,178658,1996,64.02,83875,70948,98,0.639344,0.380692,3,0.042205,0.04122,0.058995,TX,Denton,Texas
76209,419.2667,464.5167,23.9095,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96,0.67031,0.759563,4,0.043169,0.044649,0.062105,TX,Denton,Texas
76210,370.31,440.0097,17.31839,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104,0.47541,0.537341,3,0.038128,0.042293,0.056943,TX,Corinth,Texas
76226,521.334,431.5057,17.76928,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112,0.863388,0.411658,3,0.053678,0.041476,0.067835,TX,Argyle,Texas
76227,295.6994,419.0337,18.95135,23757,47.86,33,85,14,8034,174180,1999,83.13,86840,78427,102,0.222222,0.245902,3,0.030446,0.040277,0.05049,TX,Aubrey,Texas
76244,407.0562,435.9957,21.95909,60036,48.26,30,76.9,8,19071,180872,2002,82.47,100199,95157,103,0.622951,0.468124,3,0.041911,0.041908,0.059269,TX,Keller,Texas
76247,416.4354,436.6067,24.8573,14806,48.59,34,86.15,23,4792,143124,1999,85.52,82350,74603,97,0.655738,0.479053,3,0.042877,0.041966,0.059997,TX,Justin,Texas
76248,428.7916,451.0736,19.14828,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114,0.697632,0.67031,4,0.044149,0.043357,0.061879,TX,Keller,Texas
76249,146,447,29.215,7158,48.25,37,90.84,36,2524,158254,1990,82.29,86733,77064,106,0.028233,0.628415,2,0.015033,0.042965,0.045519,TX,Krum,Texas
76262,407.4666,438.9455,19.56905,30260,48.88,37,86.08,23,10889,240641,1996,74.38,115988,99880,113,0.628415,0.519126,4,0.041954,0.042191,0.0595,TX,Roanoke,Texas
76266,636.375,434.25,17.4075,15267,48.22,35,86.39,53,5475,158389,1992,68.7,69326,61343,98,0.956284,0.444444,3,0.065523,0.04174,0.077688,TX,Sanger,Texas
76273,219,489,45.59,9660,50.24,42,93.32,105,3743,130417,1981,75.59,68970,56677,104,0.093807,0.880692,2,0.022549,0.047002,0.052131,TX,Whitesboro,Texas
76502,365,356,27.32,31848,47.76,38,78.53,68,12720,141410,1988,67.64,89770,69732,111,0.443534,0.032787,3,0.037581,0.034218,0.050826,TX,Temple,Texas
76627,211,356,18.88,2727,49.04,48,94.93,166,1085,149306,1986,84.19,72652,52364,105,0.074681,0.032787,1,0.021725,0.034218,0.040532,TX,Blum,Texas
77008,301.125,508,7.475,31855,50.37,37,77.35,156,15501,276324,1964,54.26,93319,72907,136,0.234973,0.931694,3,0.031005,0.048829,0.05784,TX,Houston,Texas
77009,365,366,9.36,38783,51.03,34,62.93,157,14031,166458,1949,53.78,68119,51214,90,0.443534,0.071949,3,0.037581,0.03518,0.051478,TX,Houston,Texas
77014,415.375,438.625,8.43125,27576,47.62,30,23.39,40,8961,130069,1991,51.17,71165,53244,76,0.652095,0.510018,4,0.042768,0.04216,0.060055,TX,Houston,Texas
77017,146,485,19.8,34325,50.17,30,62.52,129,10071,91370,1964,54.1,50586,40834,72,0.028233,0.854281,2,0.015033,0.046618,0.048982,TX,Houston,Texas
77018,73,356,7.57,25601,48.84,40,73.09,136,10600,191358,1957,71.07,83298,63011,111,0.008197,0.032787,1,0.007516,0.034218,0.035034,TX,Houston,Texas
77019,638.75,329,10.05,20426,50.07,39,77.48,133,10862,550342,1982,48.88,162408,105940,154,0.958106,0.018215,3,0.065767,0.031623,0.072975,TX,Houston,Texas
77024,590.5,476.5,6.045,38195,47.17,45,80.37,100,15825,587908,1974,70.08,190052,129723,132,0.934426,0.821494,5,0.060799,0.045801,0.07612,TX,Houston,Texas
77030,547.5,357,12.29,11064,48.81,34,66.08,145,5108,404174,1978,45.34,123914,90918,133,0.887067,0.051002,3,0.056372,0.034315,0.065995,TX,Houston,Texas
77031,381.5,505,14.075,16698,49.98,33,37.37,113,5827,124206,1976,43.65,65373,54425,82,0.520947,0.920765,4,0.03928,0.04854,0.062443,TX,Houston,Texas
77034,382.5833,477.8222,26.77644,36244,49.38,29,58.31,127,11784,108181,1976,49.04,54892,47762,79,0.522769,0.826958,4,0.039392,0.045928,0.060507,TX,Houston,Texas
77035,262,505,16.6,37572,47.76,33,43.55,116,13765,150139,1970,43.13,65901,56056,86,0.164845,0.920765,2,0.026976,0.04854,0.055533,TX,Houston,Texas
77036,612,505,9.71,72736,52.2,31,37.24,101,25300,108952,1973,20.17,42629,31350,74,0.95082,0.920765,5,0.063013,0.04854,0.079541,TX,Houston,Texas
77037,575,356,35.88,24382,51.95,28,58.46,84,6307,89716,1972,64.4,51878,42734,64,0.921676,0.032787,3,0.059203,0.034218,0.068381,TX,Houston,Texas
77038,483.5,525.75,10.1825,27641,49.8,28,42.48,54,7524,98646,1985,54.33,52930,43407,64,0.826958,0.948998,5,0.049782,0.050535,0.070937,TX,Houston,Texas
77040,316.9893,460.0571,2.904714,45788,49.6,34,55.7,71,16257,133174,1985,55.67,81363,65451,95,0.256831,0.735883,3,0.032638,0.04422,0.054961,TX,Houston,Texas
77041,294.0397,462.1111,4.852103,35394,49.59,33,53.9,58,10920,174926,1991,74.67,91492,85021,92,0.218579,0.750455,3,0.030275,0.044418,0.053754,TX,Houston,Texas
77042,425.994,455.4524,7.891905,39582,48.46,34,46.59,111,18983,214848,1981,25.5,77479,59072,113,0.693989,0.708561,4,0.043861,0.043778,0.06197,TX,Houston,Texas
77043,382.7034,464.678,5.033559,22548,49.56,35,65.84,103,7826,144469,1971,61.81,73417,57441,94,0.52459,0.761384,4,0.039404,0.044665,0.059562,TX,Houston,Texas
77044,391.941,446.9299,22.02413,34320,48.54,30,52.52,67,10534,147256,1996,79.3,86670,77951,84,0.568306,0.626594,4,0.040355,0.042959,0.05894,TX,Houston,Texas
77046,217,575,18.53,973,48.33,33,76.03,99,662,223917,1980,25.43,114364,79968,188,0.080146,0.986339,2,0.022343,0.055269,0.059614,TX,Houston,Texas
77047,260.25,444.5833,19.70833,22193,46.18,33,18.26,103,7941,103702,1990,74.47,65682,55437,77,0.15847,0.604736,2,0.026796,0.042733,0.050439,TX,Houston,Texas
77048,601,325,21.89,15834,45.97,34,11.34,142,5391,83655,1974,57.89,47086,35596,61,0.939891,0.016393,3,0.06188,0.031239,0.069318,TX,Houston,Texas
77049,497.2,407.2,17.402,30878,48.97,29,48.1,60,9278,119771,1990,69.23,71079,60578,77,0.843352,0.145719,3,0.051193,0.03914,0.064441,TX,Houston,Texas
77050,197,356,28.07,4313,49.24,33,28.92,116,1269,76771,1978,71.01,60921,49716,65,0.061931,0.032787,1,0.020284,0.034218,0.039778,TX,Houston,Texas
77055,365,436,5.66,43329,51.61,33,66.01,124,14619,253637,1969,45.54,83929,60809,88,0.443534,0.469945,3,0.037581,0.041908,0.056291,TX,Houston,Texas
77056,505.5,420.5,8.495,18641,49.49,43,76.92,143,10326,568586,1987,42.88,155666,106508,165,0.856102,0.259563,3,0.052047,0.040418,0.065898,TX,Houston,Texas
77058,333.5798,493.3404,33.69787,16888,48.97,39,71.87,100,8527,172181,1983,39.11,82491,69106,134,0.313297,0.896175,3,0.034346,0.04742,0.058551,TX,Houston,Texas
77059,362.0967,462.2492,30.41151,15383,49.42,43,74.36,45,5225,260162,1987,93.66,168752,136884,122,0.417122,0.752277,3,0.037282,0.044431,0.058001,TX,Houston,Texas
77061,219,452,4.86,25582,50.71,30,43.89,139,8629,115332,1967,37.87,49106,36767,74,0.093807,0.679417,2,0.022549,0.043446,0.048949,TX,Houston,Texas
77062,527.3311,492.2703,30.12973,26484,49.54,40,71.73,95,9977,177456,1978,72.94,109804,93711,116,0.874317,0.892532,5,0.054295,0.047317,0.07202,TX,Houston,Texas
77063,481.2206,397,13.50059,33823,49.73,34,56.39,118,16891,217412,1978,27.33,72406,59048,120,0.825137,0.111111,3,0.049548,0.038159,0.062539,TX,Houston,Texas
77064,472.7765,450.4693,4.842849,46609,49.19,33,52.29,51,15568,138420,1992,65.1,80896,70932,95,0.794171,0.659381,4,0.048678,0.043299,0.065149,TX,Houston,Texas
77065,355.5361,446.2837,6.548462,36376,47.79,34,57.87,52,14203,142972,1990,49.03,78313,62340,103,0.393443,0.619308,3,0.036607,0.042896,0.056393,TX,Houston,Texas
77066,393.9137,448.1814,7.232743,31587,48.82,33,39.32,55,9786,127580,1984,69.31,73610,63716,83,0.57377,0.63388,4,0.040558,0.043079,0.059167,TX,Houston,Texas
77067,683,420.5,6.97,29753,48.66,28,26.76,61,8947,104056,1985,47.07,51261,44794,65,0.970856,0.259563,3,0.070323,0.040418,0.081111,TX,Houston,Texas
77068,315.3655,431.2089,10.44354,11225,48.82,39,51.9,56,4068,179224,1980,69.75,113368,77230,102,0.253188,0.408015,3,0.032471,0.041447,0.052652,TX,Houston,Texas
77069,407.6928,457.9518,8.674819,16956,47.12,45,73.54,73,7894,217384,1984,61.21,105867,80719,131,0.632058,0.721311,4,0.041977,0.044018,0.060825,TX,Houston,Texas
77070,325.565,450.6043,8.640295,48802,48.09,35,66.4,56,19220,157357,1991,54.04,87539,72801,110,0.287796,0.661202,3,0.033521,0.043312,0.054768,TX,Houston,Texas
77071,219,505,15.65,24900,46.55,36,26,91,8915,130996,1979,58.93,71154,56353,82,0.093807,0.920765,2,0.022549,0.04854,0.053522,TX,Houston,Texas
77072,387.5,495,11.84,58448,48.76,31,31.52,116,17659,97838,1977,46.87,45884,37622,69,0.550091,0.900729,4,0.039898,0.047579,0.062094,TX,Houston,Texas
77073,403.6833,440.2667,13.52267,33278,48.82,27,39.54,47,10000,121134,1995,61.9,64286,52810,72,0.599271,0.544627,4,0.041564,0.042318,0.059316,TX,Houston,Texas
77074,550,405,12.42,42231,50.07,31,48.56,125,14180,112904,1970,33.96,47968,38475,75,0.896175,0.132969,3,0.056629,0.038928,0.068719,TX,Houston,Texas
77075,146,545,12.18,38032,48.92,29,48.17,96,11477,115377,1988,59.11,60879,54318,76,0.028233,0.971767,2,0.015033,0.052385,0.054499,TX,Houston,Texas
77076,604,485,13.87,33691,50.57,28,58.31,120,9250,90184,1969,51.8,46351,38448,64,0.941712,0.854281,5,0.062189,0.046618,0.077722,TX,Houston,Texas
77077,629.2375,438.9,9.12,52853,47.55,37,58.17,111,24702,229210,1987,41.53,96179,75973,126,0.954463,0.517304,4,0.064788,0.042187,0.077312,TX,Houston,Texas
77079,526.5214,420.9429,7.724571,31549,47.34,39,73.44,117,12320,289640,1973,63.53,134092,107764,120,0.870674,0.26776,3,0.054212,0.040461,0.067646,TX,Houston,Texas
77080,223.5,603,1.9,46325,51.98,32,57.63,111,15034,135259,1970,40.39,59346,44383,79,0.10929,0.992714,2,0.023012,0.05796,0.062361,TX,Houston,Texas
77081,547.5,366,10.5,44570,54.36,28,49.66,119,14829,244385,1973,7.27,41845,31646,71,0.887067,0.071949,3,0.056372,0.03518,0.066448,TX,Houston,Texas
77082,474.6154,464.2308,11.84,53302,47.25,33,38.51,80,21428,208116,1991,38.66,76356,57917,98,0.8051,0.757741,4,0.048868,0.044622,0.066175,TX,Houston,Texas
77083,433.6607,416.6429,15.35357,70556,48.08,32,27.91,38,20258,129963,1989,70.05,73647,59270,76,0.712204,0.224044,3,0.044651,0.040047,0.059979,TX,Houston,Texas
77084,485.0979,465.2833,8.525417,100792,48.85,32,55.58,45,32767,142520,1992,63.59,84615,70218,93,0.82878,0.765027,4,0.049947,0.044723,0.067043,TX,Houston,Texas
77085,547.5,369,6.53,16695,48.41,30,33.62,58,4706,114630,1988,73.64,66902,57743,67,0.887067,0.076503,3,0.056372,0.035468,0.066602,TX,Houston,Texas
77086,134,483.3333,6.47,30236,48.88,28,40.15,51,8411,102892,1984,57.82,58815,48189,66,0.016393,0.836066,2,0.013797,0.046458,0.048463,TX,Houston,Texas
77088,384.7,508,8.736,50888,47.94,33,27.61,101,16174,98286,1977,63.14,53358,44225,68,0.530055,0.931694,4,0.03961,0.048829,0.062874,TX,Houston,Texas
77089,338.564,434.1902,26.45607,45498,48.23,34,54.32,60,15134,135577,1982,69.41,76906,66314,91,0.335155,0.442623,3,0.034859,0.041734,0.054377,TX,Houston,Texas
77090,373.125,415.5,11.32667,37184,47.28,30,34.59,86,15205,139303,1985,22.77,53163,45247,84,0.493625,0.213115,3,0.038418,0.039938,0.055416,TX,Houston,Texas
77092,475.125,409.5,6.4875,33215,50.45,33,58.98,129,12388,116087,1970,39.32,54725,43647,87,0.806922,0.156648,3,0.04892,0.039361,0.062789,TX,Houston,Texas
77094,327.5757,466.0132,12.16066,9254,49.13,43,71.68,8,3198,292466,1995,87.05,162115,146944,124,0.29326,0.76867,3,0.033728,0.044793,0.056071,TX,Houston,Texas
77095,368.5034,466.3966,8.569915,68906,48.37,35,63.82,27,23747,171847,1994,73.2,104716,96131,107,0.468124,0.772313,3,0.037942,0.04483,0.058731,TX,Houston,Texas
77099,365.3214,528.4286,14.02571,46202,48.67,31,31.29,103,14635,101933,1978,43.75,49765,40869,72,0.459016,0.952641,3,0.037614,0.050792,0.063204,TX,Houston,Texas
77249,434.875,530,11.78,2,54.2,32,59.46,139,1,90612,1952,52.65,51588,42500,90,0.717668,0.956284,4,0.044776,0.050943,0.067824,TX,Houston,Texas
77301,310.7095,428.5135,29.99,31522,52.14,30,62.2,131,9472,91125,1981,47.49,50599,41237,70,0.247723,0.373406,3,0.031991,0.041188,0.052153,TX,Conroe,Texas
77302,678.3611,449.1667,28.16056,20976,49.73,36,84.47,75,6982,126157,1990,79.8,78334,65868,93,0.969035,0.644809,4,0.069846,0.043174,0.082112,TX,Conroe,Texas
77303,406.1389,446.1111,34.84889,16990,49.11,34,81.01,93,5771,100286,1987,71.27,64215,55808,90,0.619308,0.615665,4,0.041817,0.04288,0.059894,TX,Conroe,Texas
77304,466.8485,426.7121,33.20402,22757,47.93,39,83,104,9535,188209,1992,56,84512,68592,115,0.779599,0.344262,3,0.048068,0.041015,0.063188,TX,Conroe,Texas
77306,257,385,29.96,10184,50.25,33,83.11,106,3268,74896,1988,75.14,69638,45357,82,0.154827,0.091075,1,0.026461,0.037006,0.045493,TX,Conroe,Texas
77316,255.3274,418.8571,29.17452,16317,49.69,39,90.19,87,5856,164466,1991,83.26,81985,73155,105,0.151184,0.242259,2,0.026289,0.04026,0.048083,TX,Montgomery,Texas
77318,191.5556,451.6667,36.21556,15185,48.85,43,88.78,66,5975,161255,1993,79.01,86941,74859,115,0.058288,0.677596,2,0.019723,0.043414,0.047684,TX,Willis,Texas
77328,146,485,11.95,18347,50.75,35,79.85,104,5983,75047,1984,79.41,62018,47660,83,0.028233,0.854281,2,0.015033,0.046618,0.048982,TX,Cleveland,Texas
77336,568,485,24.56,12463,49.59,37,89.12,87,4230,163207,1988,82.26,95649,79183,101,0.916211,0.854281,5,0.058483,0.046618,0.074789,TX,Huffman,Texas
77338,363.625,500.5,21.355,35867,47.91,31,44.67,63,12304,108016,1991,56.41,61808,54362,82,0.422587,0.908925,3,0.03744,0.048108,0.06096,TX,Humble,Texas
77339,287.2339,443.2041,23.80014,37273,47.91,39,85.54,103,14803,164776,1987,68.52,101581,84289,118,0.198543,0.591985,2,0.029574,0.0426,0.05186,TX,Humble,Texas
77345,349.4561,465.4847,25.63788,23093,48.45,43,89.89,57,8292,252009,1990,84.58,166382,135509,124,0.371585,0.766849,3,0.035981,0.044742,0.057415,TX,Humble,Texas
77346,337.4363,453.079,22.66716,53887,48.73,34,70.5,22,17964,161369,1995,83.21,108200,95730,103,0.333333,0.695811,3,0.034743,0.04355,0.055711,TX,Humble,Texas
77354,358.3007,432.8479,25.17129,37703,49.46,36,86.58,33,12130,240176,1997,86.18,112461,100040,103,0.40255,0.433515,3,0.036892,0.041605,0.055605,TX,Magnolia,Texas
77355,505.2778,437.5556,25.2,25067,49.61,38,89.11,50,8339,176631,1995,82.58,97324,72328,99,0.854281,0.493625,3,0.052025,0.042058,0.066898,TX,Magnolia,Texas
77356,326.6667,499,39.26333,25274,49.13,46,92.02,68,10235,239319,1993,83.65,99069,85280,122,0.289617,0.907104,3,0.033634,0.047964,0.058581,TX,Montgomery,Texas
77357,324.125,468.75,18.0225,22107,49.34,35,85.35,87,7308,121098,1986,77.59,74479,63726,92,0.28051,0.786885,3,0.033373,0.045056,0.056069,TX,New Caney,Texas
77358,182.5,356,19.705,6444,49.8,42,81.97,134,2488,122227,1985,80.59,72395,58106,101,0.050091,0.032787,1,0.018791,0.034218,0.039038,TX,New Waverly,Texas
77359,407.125,459.5,38.2825,1081,48.87,48,80.18,156,474,88604,1980,80.62,62500,43433,110,0.626594,0.73224,4,0.041919,0.044167,0.060892,TX,Oakhurst,Texas
77362,471.05,443.6,22.202,4872,49.64,37,83.73,55,1650,148707,1991,81.99,73240,60634,95,0.785064,0.595628,4,0.0485,0.042639,0.064578,TX,Pinehurst,Texas
77365,333.0955,434.9643,23.56346,30170,49.56,33,79.43,76,10241,135990,1997,68.17,75927,65557,95,0.309654,0.448087,3,0.034296,0.041808,0.054076,TX,Porter,Texas
77373,289.7143,452.5629,16.28866,56663,48.09,32,61.79,41,18943,121564,1988,72.92,81104,71542,93,0.204007,0.690346,3,0.02983,0.0435,0.052745,TX,Spring,Texas
77375,404.1471,437.2331,15.2668,39505,47.75,34,73.3,50,13537,162809,1996,71.58,86871,75129,99,0.606557,0.486339,3,0.041612,0.042027,0.059142,TX,Tomball,Texas
77376,281.5,540,21.265,197,50,40,96.46,120,70,106579,1963,89.3,76531,73929,100,0.187614,0.969035,2,0.028984,0.051904,0.059449,TX,Votaw,Texas
77377,431.2482,446.5012,12.25913,26181,49.19,36,79.89,39,9059,205383,1996,81.95,109653,97972,111,0.70674,0.621129,4,0.044402,0.042917,0.061753,TX,Tomball,Texas
77378,255.5,507.5,15.455,15757,49.66,33,75.16,97,5165,85784,1991,74.32,63806,50832,85,0.153005,0.928962,2,0.026307,0.048781,0.055422,TX,Willis,Texas
77379,368.463,452.3978,12.27499,73403,48.9,37,73.64,41,25001,206585,1991,80.92,120339,108376,110,0.466302,0.684882,3,0.037938,0.043484,0.057707,TX,Spring,Texas
77380,317.3898,440.9955,19.48877,24666,48.73,38,83.1,91,10817,194513,1987,45.36,97494,76235,123,0.258652,0.559199,3,0.032679,0.042388,0.053523,TX,Spring,Texas
77381,370.12,437.323,21.83084,35354,47.73,44,89.94,44,13561,261260,1990,76.87,146611,113696,123,0.473588,0.48816,3,0.038108,0.042035,0.056738,TX,Spring,Texas
77382,378.7875,453.4723,23.82306,28753,48.84,37,88.57,21,9706,356638,2000,79.15,160757,141691,117,0.513661,0.699454,4,0.039001,0.043587,0.058489,TX,Spring,Texas
77384,353.3797,432.1274,25.99934,15597,48.03,44,87.88,93,6914,208130,2000,63.65,99292,87065,134,0.386157,0.418944,3,0.036385,0.041536,0.055218,TX,Conroe,Texas
77385,329.1524,436.7275,24.13513,20560,49.42,35,82.86,52,6888,152673,1996,83.15,94146,77956,102,0.298725,0.480874,3,0.03389,0.041978,0.053951,TX,Conroe,Texas
77386,349.3258,435.88,20.09356,38257,48.98,32,78.97,21,12739,192972,1996,79.18,101014,89612,103,0.369763,0.464481,3,0.035967,0.041896,0.055217,TX,Spring,Texas
77388,346.4732,450.044,14.16364,42634,48.51,37,73.03,31,14420,162296,1990,86.38,101850,91739,107,0.357013,0.655738,3,0.035674,0.043258,0.05607,TX,Spring,Texas
77389,418.3135,440.8428,17.70137,22084,48.68,36,80.73,38,7290,187166,1995,89.23,106783,98462,106,0.661202,0.557377,4,0.043071,0.042374,0.06042,TX,Spring,Texas
77396,441.1649,438.1389,17.19069,44942,50.84,29,47.33,69,13452,127206,1992,67.88,74311,64359,76,0.739526,0.506375,4,0.045423,0.042114,0.061942,TX,Humble,Texas
77401,459,449.5,27.15,18190,47.97,41,77.84,35,6766,498906,1982,79.9,201754,149307,128,0.765027,0.648452,4,0.04726,0.043206,0.064033,TX,Bellaire,Texas
77406,378.3148,442.7801,20.26403,36326,52.34,37,74.65,43,11750,235442,1995,86.6,125183,116726,106,0.51184,0.584699,4,0.038952,0.04256,0.057694,TX,Richmond,Texas
77407,395.8695,428.6135,16.95995,31072,47.7,30,37.94,45,9778,168860,2003,84.35,83693,78389,92,0.588342,0.375228,3,0.04076,0.041198,0.057954,TX,Richmond,Texas
77417,502,439.5,25.14,1997,48.25,37,52.08,113,691,82886,1979,73.82,59665,47205,80,0.850638,0.531876,4,0.051687,0.042244,0.066754,TX,Beasley,Texas
77423,472.9113,426.6129,23.11613,11467,50.34,35,62.04,111,3696,144196,1991,73.67,71101,56263,82,0.799636,0.338798,3,0.048692,0.041006,0.063658,TX,Brookshire,Texas
77429,403.8808,450.8815,12.92523,74465,48.62,35,77.42,36,25145,211719,1995,83.19,116201,103942,109,0.601093,0.666667,4,0.041585,0.043338,0.060062,TX,Cypress,Texas
77433,398.1884,440.1685,14.14671,54887,48.84,30,64.68,18,16521,182252,2002,86.98,101791,94625,95,0.591985,0.540984,4,0.040998,0.042309,0.058914,TX,Cypress,Texas
77435,365,471,44.1,5184,49.52,40,78.28,132,1901,124281,1975,74.54,82162,58802,96,0.443534,0.796903,3,0.037581,0.045272,0.058838,TX,East Bernard,Texas
77441,418.4895,430.7579,22.06316,4483,49.1,41,81.25,81,1561,340129,2000,92.6,118710,115500,113,0.664845,0.40255,3,0.043089,0.041404,0.059757,TX,Fulshear,Texas
77447,338.6552,472.3793,19.21931,13589,49.87,35,74.8,74,4420,144050,1991,83.75,91923,70992,93,0.336976,0.806922,3,0.034869,0.045405,0.057249,TX,Hockley,Texas
