zip,new_tenure,avg_contract_value,distance_in_miles,population_current,gender_male,age_median,race_white,crime_overall,households_total,households_value,households_yearbuilt,households_occupancy_owned,income_average,income_median,costs_overall,P1,P2,Rank1,N1,N2,Rank2,Symbol,city,state
77449,353.7872,458.975,12.79505,96311,48.24,29,54.43,37,28179,126007,1998,78.06,75979,65981,81,0.387978,0.726776,3,0.036427,0.044116,0.057212,TX,Katy,Texas
77450,349.6086,449.1294,15.1546,68500,48.68,37,73.82,38,23423,205731,1992,73.44,114599,101506,110,0.375228,0.642987,3,0.035997,0.04317,0.056209,TX,Katy,Texas
77459,345.6023,444.2791,23.65259,55323,47.71,37,42.54,15,18045,205206,1992,89.07,114477,102007,102,0.35337,0.602914,3,0.035584,0.042704,0.055586,TX,Missouri City,Texas
77463,282,535,15.63,3,50.17,45,68.69,97,1,74615,1982,85.59,80276,58611,90,0.191257,0.962659,2,0.029035,0.051424,0.059055,TX,Old Ocean,Texas
77469,384.9668,439.7712,25.2578,39159,49.85,33,55.65,51,12328,172908,1993,71.71,86971,75250,88,0.533698,0.533698,4,0.039637,0.042271,0.057947,TX,Richmond,Texas
77471,555.0533,441.4754,27.57033,36730,48.72,32,62.27,92,12091,103711,1981,57.33,63464,53224,82,0.899818,0.570128,4,0.05715,0.042434,0.071181,TX,Rosenberg,Texas
77474,146,449,18.1,13601,50.03,39,75.61,124,4941,141860,1978,72.58,80141,62549,97,0.028233,0.641166,2,0.015033,0.043158,0.045701,TX,Sealy,Texas
77476,547.5,489,30.81,12,49.24,45,88.57,77,4,235436,1981,89.33,106860,108670,115,0.887067,0.880692,5,0.056372,0.047002,0.073396,TX,Simonton,Texas
77477,445.3882,443.7632,14.99316,35269,47.53,33,34.76,70,12838,146557,1989,45.18,72704,58892,94,0.741348,0.59745,4,0.045858,0.042654,0.062629,TX,Stafford,Texas
77478,447.9531,440.4643,15.80536,26779,48.96,43,49.23,30,9759,246088,1988,74.58,114302,98966,118,0.750455,0.550091,4,0.046122,0.042337,0.062608,TX,Sugar Land,Texas
77479,395.4231,442.0799,21.299,74416,48.81,39,48.05,20,23875,282956,1994,84.91,136802,118298,113,0.582878,0.577413,4,0.040714,0.042492,0.058849,TX,Sugar Land,Texas
77485,218,485,21.84,4806,49.94,44,78.8,91,1794,225252,1978,82.72,90286,86029,108,0.081967,0.854281,2,0.022446,0.046618,0.05174,TX,Wallis,Texas
77489,273.1667,432.6667,17.64833,36916,45.29,35,13.4,47,12058,114901,1983,74.75,76607,67520,74,0.182149,0.428962,2,0.028126,0.041588,0.050206,TX,Missouri City,Texas
77493,357.6109,450.9671,16.71538,25176,49.12,33,73.21,39,7983,147751,1991,81.99,87275,78601,95,0.400729,0.668488,3,0.03682,0.043347,0.056874,TX,Katy,Texas
77494,405.4439,431.9954,19.45207,67034,48.88,33,71.05,45,20974,258145,2002,84.74,121833,117753,107,0.615665,0.417122,3,0.041745,0.041523,0.05888,TX,Katy,Texas
77498,401.0587,439.4746,16.50998,55569,49.37,34,37.94,40,16650,165229,1993,76.6,92021,74250,90,0.59745,0.530055,4,0.041294,0.042242,0.059073,TX,Sugar Land,Texas
77503,371.1667,497.1667,24.98667,25360,48.68,30,76.43,94,8334,94135,1968,54.69,56456,48982,83,0.484517,0.903461,3,0.038216,0.047787,0.061189,TX,Pasadena,Texas
77505,375.3095,460.7944,27.57556,23392,48.66,36,78.07,46,8108,156975,1987,71.43,98884,85427,106,0.499089,0.741348,3,0.038643,0.044291,0.058779,TX,Pasadena,Texas
77507,456.25,376,9.405,1821,50.95,39,74.73,48,644,179272,1975,77.13,111859,99649,108,0.756831,0.083789,3,0.046977,0.036141,0.05927,TX,Pasadena,Texas
77511,464.9079,452.4737,32.18,47168,49.18,35,79.57,61,16404,126766,1981,70.26,74700,62358,95,0.777778,0.688525,4,0.047868,0.043491,0.064675,TX,Alvin,Texas
77517,434.5,485,29.6,6762,50.99,40,92.39,72,2425,168992,1988,88.78,101283,82827,109,0.715847,0.854281,4,0.044737,0.046618,0.064611,TX,Santa Fe,Texas
77518,471.3286,476.0286,40.82371,7428,51.85,34,76.43,111,2588,83971,1976,67.14,57455,48448,89,0.788707,0.819672,4,0.048529,0.045756,0.066698,TX,Bacliff,Texas
77521,365,485,35.82,51065,47.91,33,60.04,91,17764,120575,1986,62.78,72990,61563,90,0.443534,0.854281,3,0.037581,0.046618,0.05988,TX,Baytown,Texas
77523,146,485,41.18,15514,50.23,32,80.48,73,5081,166786,1996,87.75,97481,84981,101,0.028233,0.854281,2,0.015033,0.046618,0.048982,TX,Baytown,Texas
77532,365,595,26.09,25115,49.06,36,77.37,101,8751,122334,1986,80.94,79002,70087,98,0.443534,0.989982,3,0.037581,0.057191,0.068434,TX,Crosby,Texas
77533,73,489,34.96,246,48.68,37,92.73,112,90,71653,1970,74.55,58927,49310,94,0.008197,0.880692,2,0.007516,0.047002,0.0476,TX,Daisetta,Texas
77534,564.8333,525,25.32667,1941,51.15,36,83.4,95,641,144340,1982,85.99,85708,70465,96,0.910747,0.946266,5,0.058157,0.050463,0.076998,TX,Danbury,Texas
77536,397.6702,467.2899,27.43437,31542,48.63,36,85.83,7,10973,134109,1979,76.83,89219,81976,105,0.590164,0.779599,4,0.040945,0.044916,0.060778,TX,Deer Park,Texas
77539,364.4079,466.7593,38.33107,42469,50.02,35,70.11,97,15233,127391,1987,74.05,78707,63655,97,0.424408,0.775956,3,0.03752,0.044865,0.058486,TX,Dickinson,Texas
77545,420.1818,472.6364,22.44727,19160,46.95,29,20.02,35,5652,143279,1997,82,82120,74113,73,0.672131,0.808743,4,0.043263,0.045429,0.062734,TX,Fresno,Texas
77546,370.8423,452.894,30.77799,49321,48.62,38,80.33,27,17222,197382,1987,80.88,114756,101305,112,0.477231,0.692168,3,0.038183,0.043532,0.057905,TX,Friendswood,Texas
77562,365,529,29.78,11557,49.01,36,67.76,103,4085,95679,1977,75,66367,58011,91,0.443534,0.954463,3,0.037581,0.050847,0.063228,TX,Highlands,Texas
77563,458.8333,469,36.56667,9322,49.77,41,68.48,147,3717,121251,1979,76.69,71087,57884,101,0.763206,0.789617,4,0.047243,0.04508,0.0653,TX,Hitchcock,Texas
77564,219,372,30.67,2993,48.99,39,92.9,100,1122,79864,1978,82.55,61786,50401,98,0.093807,0.078324,1,0.022549,0.035756,0.042273,TX,Hull,Texas
77565,420.525,498,36.601,7306,49.6,42,87.34,47,3127,190377,1988,65.85,102235,80872,126,0.673953,0.905282,4,0.043298,0.047867,0.064545,TX,Kemah,Texas
77568,447.6,490.6,41.286,15364,49.12,40,55.89,102,5914,112348,1968,74.79,70782,55947,92,0.748634,0.887067,4,0.046086,0.047156,0.065936,TX,La Marque,Texas
77571,377.5761,466.6391,30.03107,35497,49.11,35,80.38,36,12345,121682,1980,78.71,84837,76060,102,0.508197,0.774135,4,0.038876,0.044853,0.059356,TX,La Porte,Texas
77573,367.1143,459.5292,35.81286,72754,49.62,35,80.25,11,25862,196408,1995,78.11,111241,92014,112,0.462659,0.734062,3,0.037799,0.04417,0.058135,TX,League City,Texas
77578,337.2823,435.1194,24.39677,18584,48.9,34,59.65,43,6149,177290,1997,84.82,103171,83147,98,0.331512,0.449909,3,0.034727,0.041823,0.054362,TX,Manvel,Texas
77581,370.8577,448.2853,25.96731,45572,48.09,35,70.23,29,15525,164643,1990,79.62,97981,83079,102,0.479053,0.635701,3,0.038184,0.043089,0.057573,TX,Pearland,Texas
77583,331.0455,440.3409,25.94,28882,54.92,33,51.9,55,7794,184877,1998,88.25,98603,86665,80,0.306011,0.546448,3,0.034085,0.042325,0.054344,TX,Rosharon,Texas
77584,351.8518,444.746,23.08794,67874,47.97,34,52.41,14,22961,195461,1998,79.43,118777,97073,104,0.380692,0.606557,3,0.036228,0.042749,0.056035,TX,Pearland,Texas
77585,547.5,409,25.7,1642,49.47,37,97.18,89,621,79579,1982,83.92,60574,45826,99,0.887067,0.154827,3,0.056372,0.039313,0.068726,TX,Saratoga,Texas
77586,496.2129,469.1659,35.13284,21695,50.13,40,85.47,77,8624,187315,1982,69.14,105235,89230,121,0.84153,0.79235,4,0.051091,0.045096,0.068147,TX,Seabrook,Texas
77587,395.5,421,22.95,17108,50.03,29,65.55,63,4812,79362,1968,57.71,55654,40568,70,0.58561,0.270492,3,0.040722,0.040466,0.057409,TX,South Houston,Texas
77590,365,505,48.97,29944,49.27,36,65.66,121,10843,99925,1968,63.99,65831,49863,88,0.443534,0.920765,3,0.037581,0.04854,0.061388,TX,Texas City,Texas
77591,349,535,43.015,10896,47.72,39,33.72,139,4204,97832,1977,61.94,63107,47962,82,0.367942,0.962659,3,0.035934,0.051424,0.062735,TX,Texas City,Texas
77598,434.061,468.0488,31.64171,25763,49.14,31,61.78,90,11604,159896,1986,25.38,66358,56038,111,0.714026,0.783242,4,0.044692,0.044989,0.063414,TX,Webster,Texas
77835,247,535,25.21,2537,48.35,48,85.77,172,1078,145982,1977,83.93,77543,50509,110,0.13388,0.962659,2,0.025432,0.051424,0.057369,TX,Burton,Texas
77853,365,485,25.37,748,49.81,47,64.53,162,321,103215,1983,87.05,58681,35376,96,0.443534,0.854281,3,0.037581,0.046618,0.05988,TX,Dime Box,Texas
77994,301.125,348,10.885,317,51.2,48,84.79,171,137,77399,1969,83.76,71750,54383,116,0.234973,0.020036,3,0.031005,0.03345,0.045609,TX,Westhoff,Texas
78252,778,501,7.15,7544,62.49,30,73.92,72,1708,99507,1998,79.51,51992,43207,58,0.978142,0.911658,5,0.080105,0.048156,0.093465,TX,San Antonio,Texas
78666,219,505,20.08,66409,49.74,29,80.79,94,24273,137634,1985,41.97,54151,40888,84,0.093807,0.920765,2,0.022549,0.04854,0.053522,TX,San Marcos,Texas
78734,233,316,19.72,18577,49.65,44,89.29,30,7600,328080,1989,79.51,111536,91964,127,0.116576,0.014572,1,0.02399,0.030374,0.038705,TX,Austin,Texas
84003,436.8744,415.4653,13.02094,44443,50.78,25,93.38,13,11560,299797,1987,80.51,92565,81992,80,0.726776,0.211293,3,0.044982,0.039934,0.060151,UT,American Fork,Utah
84004,394.7298,428.0645,11.29714,9887,50.98,26,95.16,5,2465,518975,1991,83.12,155597,120295,84,0.575592,0.362477,3,0.040642,0.041145,0.057834,UT,Alpine,Utah
84005,387.176,427.926,16.27594,21980,51.07,20,91.28,1,5207,219787,2002,86.05,76523,70285,72,0.544627,0.358834,3,0.039865,0.041132,0.05728,UT,Eagle Mountain,Utah
84006,253,475,14.84,187,49.63,31,89.48,76,62,205240,1946,75.28,61930,56833,91,0.145719,0.816029,2,0.026049,0.045657,0.052565,UT,Bingham Canyon,Utah
84009,321.5824,414.851,4.952392,21806,49.61,26,89.51,17,5857,309602,1999,88.16,97956,92635,89,0.271403,0.209472,3,0.033111,0.039875,0.05183,UT,South Jordan,Utah
84010,295.2943,420.2594,20.7085,46520,48.68,34,91.47,20,15864,283281,1972,70.66,92527,77903,100,0.220401,0.251366,3,0.030404,0.040395,0.050559,UT,Bountiful,Utah
84013,898,421,19.83,971,53.01,26,92.31,15,263,206123,1992,89.04,83268,83887,86,0.983607,0.270492,3,0.09246,0.040466,0.100928,UT,Cedar Valley,Utah
84014,327.4854,414.1036,24.23608,14946,48.41,33,94.19,8,4805,265816,1984,84.3,97882,86549,100,0.291439,0.202186,3,0.033719,0.039803,0.052166,UT,Centerville,Utah
84015,323.9563,413.0246,38.37149,59783,50.29,27,84.68,29,17960,181819,1985,75.53,70040,63572,85,0.278689,0.183971,3,0.033355,0.0397,0.051852,UT,Clearfield,Utah
84018,239,469,7.11,1197,48.72,26,97.36,78,332,283103,1985,86.49,83242,78838,85,0.127505,0.789617,2,0.024608,0.04508,0.051359,UT,Croydon,Utah
84020,376.7503,437.611,5.641222,44481,53.21,29,90.32,14,12075,393931,1998,77.84,112467,97717,88,0.504554,0.495446,3,0.038791,0.042063,0.057219,UT,Draper,Utah
84025,348.1149,411.4402,27.81788,14618,50.36,29,94.97,6,4123,321155,1986,85.98,113001,90480,90,0.362477,0.173042,3,0.035843,0.039547,0.053373,UT,Farmington,Utah
84029,549.3636,424.8182,27.22364,9232,50.03,29,94.56,73,2847,189306,1982,74.99,74300,64355,88,0.894353,0.32969,3,0.056564,0.040833,0.069763,UT,Grantsville,Utah
84037,342.2769,413.3902,31.1725,34407,49.88,26,95.06,8,9510,285124,1986,85.46,104139,91550,89,0.347905,0.191257,3,0.035242,0.039735,0.053111,UT,Kaysville,Utah
84040,385.9769,420.6869,34.88536,21594,49.49,34,91.02,24,6660,263782,1986,85.27,108684,92009,99,0.539162,0.264117,3,0.039741,0.040436,0.056696,UT,Layton,Utah
84041,336.4973,412.0902,33.59966,47660,49.6,27,83.35,41,15461,190456,1987,65.13,69525,58770,88,0.327869,0.178506,3,0.034647,0.03961,0.052624,UT,Layton,Utah
84042,439.3803,415.9359,19.32829,11736,50.98,26,91.42,6,2946,348940,1992,83.95,100984,87760,80,0.734062,0.218579,3,0.04524,0.039979,0.060374,UT,Lindon,Utah
84043,404.4557,418.9792,12.31667,50904,50.65,24,92.19,11,13264,271950,1996,79.48,84737,77533,80,0.608379,0.24408,3,0.041644,0.040272,0.057931,UT,Lehi,Utah
84044,610.3393,441.4048,12.54262,25109,50.19,27,78.34,32,7142,169383,1976,80.54,69284,62422,81,0.948998,0.568306,4,0.062842,0.042428,0.075824,UT,Magna,Utah
84045,405.7519,413.4879,16.70579,14856,51.14,22,91.94,5,3687,268328,2002,84.44,86882,77741,78,0.617486,0.196721,3,0.041777,0.039744,0.057662,UT,Saratoga Springs,Utah
84047,475.5096,442.8846,4.998077,29940,48.89,31,78.97,72,11687,208607,1977,48.07,61561,53020,100,0.808743,0.586521,4,0.04896,0.04257,0.064879,UT,Midvale,Utah
84054,281.7321,427.602,18.15755,14007,49.68,29,84.86,50,4566,300263,1992,73.72,98692,78130,97,0.189435,0.355191,2,0.029008,0.041101,0.050306,UT,North Salt Lake,Utah
84057,477.3987,422.3966,20.49681,37399,50.51,27,79.65,17,11042,204028,1981,61.29,67277,56739,80,0.816029,0.29326,3,0.049154,0.0406,0.063754,UT,Orem,Utah
84058,416.4297,400.2188,21.97961,31722,50.61,26,83.87,22,9364,227566,1983,52.42,74352,57394,80,0.653916,0.116576,3,0.042877,0.038469,0.057604,UT,Orem,Utah
84061,262,565,25.41,1373,50.56,35,94.18,92,464,317837,1980,77.71,84300,85178,102,0.164845,0.980874,2,0.026976,0.054307,0.060638,UT,Peoa,Utah
84062,432.4575,404.7767,16.38487,43227,50.47,24,91.86,10,11722,282331,1992,73.06,94571,77662,82,0.710383,0.127505,3,0.044527,0.038907,0.05913,UT,Pleasant Grove,Utah
84065,385.0735,420.7962,5.279709,36300,49.87,27,94.22,20,9723,305534,1993,86.42,98478,90046,86,0.535519,0.265938,3,0.039648,0.040447,0.056638,UT,Riverton,Utah
84067,328.8541,427.53,41.28659,36963,49.6,30,85.91,12,12257,160582,1981,78.29,72765,62653,93,0.295082,0.35337,3,0.03386,0.041094,0.053246,UT,Roy,Utah
84069,246.75,362.5,6.0475,1242,51.43,30,95.51,82,372,200574,1989,84.09,79073,72377,90,0.131148,0.067395,1,0.025406,0.034843,0.043122,UT,Rush Valley,Utah
84070,377.338,407.8426,1.940741,26636,48.95,32,84.78,45,9510,219624,1980,60.4,66994,59044,97,0.506375,0.153005,3,0.038852,0.039202,0.055192,UT,Sandy,Utah
84074,285.5233,410.6535,20.80921,48714,50.3,28,90.75,67,14802,206001,1986,77.4,78694,69400,89,0.1949,0.162113,1,0.029398,0.039472,0.049217,UT,Tooele,Utah
84075,295.7085,407.8342,35.96461,19015,50.3,25,91.39,15,5034,258122,1996,89.76,92956,87375,86,0.224044,0.151184,3,0.030447,0.039201,0.049636,UT,Syracuse,Utah
84081,309.5833,427.0354,6.694058,39756,49.74,24,82.73,12,10281,252361,1996,83.6,86932,79586,81,0.24408,0.347905,3,0.031875,0.041046,0.05197,UT,West Jordan,Utah
84082,988,286,5.68,934,52.46,35,96.59,111,312,276831,1980,81.42,68180,52680,89,1,0.010929,3,0.101727,0.02749,0.105376,UT,Wallsburg,Utah
84084,368.2759,428.1503,3.795078,29927,48.97,30,81.87,29,9281,223868,1986,73.06,75209,66918,89,0.464481,0.364299,3,0.037919,0.041154,0.055959,UT,West Jordan,Utah
84087,332.9063,417.875,21.50869,16334,50.09,28,91.89,31,4793,248515,1991,88.05,83966,76787,91,0.307832,0.234973,3,0.034277,0.040166,0.052803,UT,Woods Cross,Utah
84088,380.8033,424.7825,3.383363,35837,49.57,28,83.01,21,10642,240215,1988,72.43,79921,71769,88,0.519126,0.327869,3,0.039208,0.04083,0.056607,UT,West Jordan,Utah
84092,360.7635,426.8924,4.398655,32761,50.28,37,92.76,24,9987,415270,1982,88.43,133169,113858,103,0.413479,0.346084,3,0.037145,0.041033,0.055348,UT,Sandy,Utah
84093,409.6467,433.5683,4.226827,23438,49.61,39,92.46,24,7556,347200,1977,88.68,131447,105314,106,0.637523,0.437158,3,0.042178,0.041674,0.059294,UT,Sandy,Utah
84094,372.9838,424.1176,3.163324,28175,49.44,32,89.67,25,9142,252163,1977,76.42,82590,72665,96,0.48816,0.31694,3,0.038403,0.040766,0.056006,UT,Sandy,Utah
84095,394.895,420.3993,2.695731,29903,49.63,33,92.57,21,8757,388507,1995,82.01,114356,103892,96,0.577413,0.256831,3,0.040659,0.040408,0.057324,UT,South Jordan,Utah
84096,385.8108,421.2593,8.253989,35683,49.81,23,92.92,14,9340,306547,2000,83.54,90656,82811,84,0.537341,0.275046,3,0.039724,0.040491,0.056723,UT,Herriman,Utah
84097,430.4192,419.0538,21.88177,22752,49.95,29,88.27,11,6438,272186,1977,75.23,89450,69738,82,0.704918,0.247723,3,0.044317,0.040279,0.059887,UT,Orem,Utah
84101,211.25,417.75,13.82,5594,60.59,35,74.17,171,2804,231433,1985,19.12,48219,34667,110,0.076503,0.233151,2,0.021751,0.040154,0.045666,UT,Salt Lake City,Utah
84102,300.4643,430.1429,11.77571,17792,53.5,30,81.37,176,9126,266088,1949,22.9,52256,36530,115,0.23133,0.391621,3,0.030937,0.041345,0.051638,UT,Salt Lake City,Utah
84103,251.3333,466.3333,13.72,22174,49.4,36,87.92,136,10693,439039,1949,41.29,88851,65334,125,0.143898,0.770492,2,0.025878,0.044824,0.051757,UT,Salt Lake City,Utah
84104,473.8333,398.3333,10.15,26517,52.12,27,53.48,93,7669,148278,1965,53.01,54066,46294,72,0.801457,0.114754,3,0.048787,0.038288,0.062017,UT,Salt Lake City,Utah
84105,261.9,471.5,16.531,23711,48.93,33,89.42,128,10144,327485,1942,56.85,81528,66387,118,0.162113,0.8051,2,0.026966,0.04532,0.052736,UT,Salt Lake City,Utah
84106,391.9662,449.3514,8.8,33530,48.25,33,86.34,95,13817,274362,1957,58.96,71880,59099,110,0.570128,0.64663,4,0.040358,0.043191,0.059112,UT,Salt Lake City,Utah
84107,403.8967,430.7319,4.633188,32061,48.04,34,83.41,72,13370,223188,1971,47.89,62637,51723,106,0.602914,0.400729,3,0.041586,0.041402,0.058681,UT,Salt Lake City,Utah
84108,352.125,406.625,11.11625,19850,48.78,37,88.86,86,7568,420596,1958,69.04,116208,83789,114,0.382514,0.143898,3,0.036256,0.039085,0.053311,UT,Salt Lake City,Utah
84109,370.9933,459.1208,9.411611,24413,48.22,36,91.9,61,8915,344133,1961,74.5,94075,77693,108,0.480874,0.728597,3,0.038198,0.04413,0.058366,UT,Salt Lake City,Utah
84111,432,380.5,9.895,8655,52.58,34,73.1,171,4549,207607,1955,22.3,38851,29429,110,0.708561,0.087432,3,0.04448,0.036573,0.057585,UT,Salt Lake City,Utah
84112,959,288,5.15,1833,52.26,22,67.66,91,347,238569,1997,1.72,25823,13182,35,0.996357,0.01275,3,0.098741,0.027682,0.102548,UT,Salt Lake City,Utah
84115,287.0833,386.6667,9.15,26033,51.7,31,68.35,146,10638,173002,1961,35.88,43355,35641,92,0.196721,0.094718,1,0.029559,0.037166,0.047487,UT,Salt Lake City,Utah
84116,362.6438,441.7123,15.06082,35731,51.6,28,56.98,91,10765,168282,1967,55.76,53056,45886,75,0.418944,0.571949,3,0.037339,0.042457,0.05654,UT,Salt Lake City,Utah
84117,365.9556,442.6074,6.953037,25140,47.11,39,89.81,57,10419,316135,1971,62.19,84954,61653,113,0.460838,0.582878,3,0.03768,0.042543,0.05683,UT,Salt Lake City,Utah
84118,283.9445,422.8562,7.362093,42870,50.33,27,71.09,24,11623,175027,1978,81.3,68484,60869,77,0.193078,0.298725,2,0.029236,0.040645,0.050067,UT,Salt Lake City,Utah
84119,586.0897,439,7.953846,51686,51.91,29,64.26,88,16142,156341,1977,52.73,55280,47042,79,0.932605,0.520947,4,0.060345,0.042196,0.073635,UT,Salt Lake City,Utah
84120,561.4007,424.0822,8.819863,47603,49.92,29,66.07,54,13035,189372,1976,73.46,71563,61399,77,0.908925,0.315118,3,0.057803,0.040762,0.07073,UT,Salt Lake City,Utah
84121,339.0416,435.5577,5.31054,43386,48.93,39,91.28,42,16318,338392,1975,73.38,102351,85090,113,0.340619,0.460838,3,0.034909,0.041866,0.05451,UT,Salt Lake City,Utah
84123,491.0488,428.626,4.578943,37599,48.59,33,80.07,53,13752,207578,1981,60.29,68841,57932,98,0.837887,0.377049,3,0.05056,0.041199,0.06522,UT,Salt Lake City,Utah
84124,379.2135,452.3646,8.506927,21188,47.86,38,90.6,54,7977,343891,1964,70.23,97026,80246,111,0.517304,0.68306,4,0.039045,0.043481,0.058439,UT,Salt Lake City,Utah
84128,567.3646,449.7917,10.09313,27274,50.09,27,70.81,45,7072,202388,1988,84.03,77862,69366,77,0.912568,0.652095,4,0.058417,0.043234,0.072675,UT,Salt Lake City,Utah
84129,348.3424,433.868,5.272904,39209,49.53,32,78.67,28,12085,207842,1980,75.96,74724,67269,89,0.36612,0.440801,3,0.035866,0.041703,0.055005,UT,Salt Lake City,Utah
84315,347.7821,401,41.96026,11135,50.33,29,93.57,28,3143,261311,1995,93.45,88164,84257,90,0.360656,0.118397,3,0.035808,0.038544,0.052611,UT,Hooper,Utah
84401,388.7123,425.2642,43.36708,37158,51.62,29,75.82,110,12969,185441,1965,52.18,58531,48095,88,0.557377,0.331512,3,0.040023,0.040876,0.057207,UT,Ogden,Utah
84403,377.9775,416.4127,40.73122,36646,49.54,32,80.53,104,12985,210575,1966,63.79,76486,63961,96,0.510018,0.222222,3,0.038917,0.040025,0.055826,UT,Ogden,Utah
84404,323.1434,421.2832,48.42294,57096,50.05,30,82.55,93,19233,163696,1981,71.31,64907,57878,90,0.273224,0.276867,3,0.033272,0.040493,0.052409,UT,Ogden,Utah
84405,392.506,417.0719,39.32317,33223,49.73,31,87.67,52,11465,190140,1980,68.88,74030,64778,96,0.571949,0.225865,3,0.040413,0.040089,0.056924,UT,Ogden,Utah
84414,346.5723,410.707,50.87578,26260,49.82,34,93.69,8,8369,224594,1988,88,93546,80769,98,0.358834,0.165756,3,0.035684,0.039477,0.053214,UT,Ogden,Utah
84601,349.5351,411.7561,25.88335,31739,50.61,26,76.23,43,9748,193436,1978,48.51,54117,47660,77,0.373406,0.176685,3,0.035989,0.039578,0.053494,UT,Provo,Utah
84602,359.5714,367.8571,16.56,3111,54.28,21,90.24,24,113,98900,1971,0.54,24996,21563,7,0.411658,0.074681,3,0.037022,0.035358,0.051194,UT,Provo,Utah
84604,429.4327,411.1971,25.00125,48073,50.25,27,87.76,50,12773,303548,1978,50.45,79093,59156,70,0.701275,0.17122,3,0.044215,0.039524,0.059306,UT,Provo,Utah
84606,424.7793,417.1061,28.26285,34155,48.87,24,84.21,64,10250,189881,1975,25.6,47169,37598,68,0.692168,0.227687,3,0.043736,0.040092,0.059332,UT,Provo,Utah
84651,287.8363,378.6283,40.16416,25006,50.97,26,90.89,23,6813,224949,1983,79.46,72517,64059,78,0.200364,0.08561,3,0.029636,0.036393,0.046934,UT,Payson,Utah
84653,257.9459,407.2838,39.07865,7559,50.93,27,95.62,15,2019,277891,1985,86.04,94866,84179,84,0.156648,0.147541,1,0.026559,0.039148,0.047307,UT,Salem,Utah
84655,262.6667,425.6111,42.62204,9806,52.05,24,87.96,7,2512,219935,1992,81.92,70746,63528,74,0.167577,0.333333,2,0.027045,0.040909,0.049041,UT,Santaquin,Utah
84660,390.5063,413.6067,35.98021,40296,51.23,24,90.67,11,10658,240879,1988,78.72,75930,68212,78,0.56102,0.198543,3,0.040207,0.039756,0.056543,UT,Spanish Fork,Utah
84663,417.0015,435.5408,33.29795,31556,50.44,27,89.21,24,9091,227070,1981,72.13,73687,61376,82,0.657559,0.457195,3,0.042935,0.041864,0.059967,UT,Springville,Utah
84664,423.4659,445.3807,35.18108,7997,50.76,26,94.01,12,2030,367074,1993,87.93,95719,74826,78,0.686703,0.6102,4,0.043601,0.04281,0.061104,UT,Mapleton,Utah
